close_50_sma,close_200_sma,close_10_ema,macd,macds,macdh,rsi,boll,boll_ub,boll_lb,atr,vwma,datetime,timestamp
,,4391.03987404616,0.0,0.0,0.0,100.0,,,,60.176641351800754,,2025-08-26 02:00:00,1756173600
,,4394.6063489788685,1.5647781756042605,0.3129556351208521,1.2518225404834085,100.0,,,,58.34465623963355,,2025-08-26 03:00:00,1756177200
,,4403.55085839283,5.417010351722638,1.3337665784412094,4.083243773281429,100.0,,,,56.54763220219049,,2025-08-26 04:00:00,1756180800
,,4412.07077004823,8.900640026361543,2.8471412680252763,6.053498758336267,100.0,,,,54.4499552049619,,2025-08-26 05:00:00,1756184400
,,4411.185137873379,8.081549932096095,3.8940230008394403,4.187526931256655,53.85099884201112,,,,53.74132061121894,,2025-08-26 06:00:00,1756188000
,,4412.999747539585,8.461788014647027,4.807576003600958,3.654212011046069,60.237883048268635,,,,53.9918855776747,,2025-08-26 07:00:00,1756191600
,,4416.425643621049,9.514966075177654,5.749054017916297,3.7659120572613567,64.30504983970577,,,,53.151653290264385,,2025-08-26 08:00:00,1756195200
,,4415.228307073489,8.476536923486492,6.2945505990303365,2.1819863244561555,52.408247724622115,,,,52.07651460007403,,2025-08-26 09:00:00,1756198800
,,4421.470878980456,10.735073431340425,7.1826551654923545,3.55241826584807,64.9983947566592,,,,51.2199488272623,,2025-08-26 10:00:00,1756202400
,,4424.366386570686,11.411715467101203,8.028467225814126,3.3832482412870775,59.78190281171979,,,,51.40144379667642,,2025-08-26 11:00:00,1756206000
,,4437.454800620726,16.514882148876495,9.7257502104266,6.789131938449895,71.65397500701278,,,,56.32801032521317,,2025-08-26 12:00:00,1756209600
,,4445.086866169661,18.975022414186242,11.575604651178528,7.399417763007714,65.66274475238731,,,,57.22385993739649,,2025-08-26 13:00:00,1756213200
,,4464.483837438497,26.456879392927476,14.551859599528317,11.905019793399159,75.2067032164596,,,,60.0133665986375,,2025-08-26 14:00:00,1756216800
,,4477.284920856101,30.670644686431842,17.775616616909023,12.89502806952282,70.29658306362673,,,,60.765392837562665,,2025-08-26 15:00:00,1756220400
,,4491.541980379175,35.28247811350684,21.27698891622859,14.005489197278251,72.66574457444065,,,,60.365135662296005,,2025-08-26 16:00:00,1756224000
,,4494.924996252041,34.86002576167084,23.993596285317043,10.866429476353797,61.16522608911512,,,,59.58458655545058,,2025-08-26 17:00:00,1756227600
,,4507.369378865835,38.3772919233279,26.870335412919218,11.506956510408685,67.61451580532683,,,,59.13001129777334,,2025-08-26 18:00:00,1756231200
,,4523.551427520291,43.32823867606385,30.161916065548148,13.1663226105157,70.84752061072929,,,,59.76373635390736,,2025-08-26 19:00:00,1756234800
,,4537.362012961331,46.963821097024265,33.52229707184337,13.441524025180897,71.14261084902752,,,,58.62403707544608,,2025-08-26 20:00:00,1756238400
,,4550.457735764821,50.06506732933849,36.8308511233424,13.234216205996091,72.09977468450342,4487.492114384361,4628.2881277185825,4346.69610105014,57.57718268030637,4496.137156998404,2025-08-26 21:00:00,1756242000
,,4560.807817651228,51.76430944283038,39.817542787239994,11.946766655590388,71.58075473844559,4498.309279989056,4641.031527617193,4355.58703236092,55.75047541613523,4504.678130181331,2025-08-26 22:00:00,1756245600
,,4570.784358513338,53.16747559245141,42.48752934828228,10.67994624416913,72.46384759551131,4508.560445299894,4654.051948081067,4363.068942518721,54.97774841796772,4512.524997869339,2025-08-26 23:00:00,1756249200
,,4574.575392326622,51.74290535711225,44.338604550048274,7.404300807063976,66.05690581234235,4515.952139986431,4662.549388733447,4369.354891239414,54.63598867365644,4517.327094844392,2025-08-27 00:00:00,1756252800
,,4573.66159252316,48.27531599428039,45.1259468388947,3.149369155385692,60.744096567901614,4521.909096031934,4667.044214595701,4376.773977468166,54.20148576730456,4519.074888183171,2025-08-27 01:00:00,1756256400
,,4576.557427103004,46.60696545803148,45.42215056272206,1.1848148953094224,63.60439611142663,4531.028540513222,4668.927075763353,4393.13000526309,51.76132173426287,4525.340478335704,2025-08-27 02:00:00,1756260000
