close_50_sma,close_200_sma,close_10_ema,macd,macds,macdh,rsi,boll,boll_ub,boll_lb,atr,vwma,datetime,timestamp
,,1992.59,0.0,0.0,0.0,100.0,,,,5.480000000000018,,2026-03-28 00:00:00,1774656000
,,1992.1972727272725,-0.17230769230764054,-0.03446153846152811,-0.13784615384611243,0.0,,,,5.643571428571445,,2026-03-28 01:00:00,1774659600
,,1991.3104958677682,-0.5534341442032655,-0.1382560596098756,-0.4151780845933899,0.0,,,,5.991887755102055,,2026-03-28 02:00:00,1774663200
,,1990.9249511645376,-0.6965567587176338,-0.24991619943142726,-0.4466405592862065,28.246427965907074,,,,5.858181486880472,,2026-03-28 03:00:00,1774666800
,,1990.9022327709852,-0.672318844063966,-0.334396728357935,-0.33792211570603103,43.138382383477236,,,,5.811882809246155,,2026-03-28 04:00:00,1774670400
,,1991.5072813580787,-0.3720490380637784,-0.3419271902991037,-0.030121847764674747,61.48027874966412,,,,5.866748322871441,,2026-03-28 05:00:00,1774674000
,,1993.2241392929732,0.4035133345923896,-0.19283908532080501,0.5963524199131947,77.07962889142013,,,,6.4198377283806165,,2026-03-28 06:00:00,1774677600
,,1995.7415685124327,1.4947543577889064,0.14467960330113724,1.3500747544877691,83.59529292858878,,,,6.509135033496276,,2026-03-28 07:00:00,1774681200
,,1996.3776469647175,1.7080656510877361,0.45735681285845703,1.250708838229279,60.067872572420306,,,,6.7641968168179645,,2026-03-28 08:00:00,1774684800
,,1996.9489838802233,1.878060930440597,0.7414976363748851,1.136563294065712,60.49604043676179,,,,6.57818275847383,,2026-03-28 09:00:00,1774688400
,,1996.9018959020007,1.7640907255979528,0.9460162542194988,0.818074471378454,54.173500164710646,,,,6.951169704297126,,2026-03-28 10:00:00,1774692000
,,1997.0360966470914,1.730477707836826,1.1029085449429643,0.6275691628938618,55.84188795994624,,,,6.790371868275906,,2026-03-28 11:00:00,1774695600
,,1997.5149881658022,1.8463595006701325,1.251598736088398,0.5947607645817345,59.255443891600336,,,,7.180345306256198,,2026-03-28 12:00:00,1774699200
,,2002.7668084992927,4.048416637497439,1.8109623163702064,2.237454321127233,80.56252544698962,,,,10.10674921295219,,2026-03-28 13:00:00,1774702800
,,2006.052843317603,5.284006512362112,2.5055711555685876,2.778435356793524,72.11480859633333,,,,10.302695697741312,,2026-03-28 14:00:00,1774706400
,,2009.832326350766,6.670477137827675,3.3385523520204052,3.3319247858072694,75.14382557044082,,,,11.128217433616925,,2026-03-28 15:00:00,1774710000
,,2012.550085196081,7.516395979570461,4.174121077530416,3.342274902040045,72.24233922765869,,,,10.944059045501428,,2026-03-28 16:00:00,1774713600
,,2014.0573424331571,7.779193978319654,4.8951356576882645,2.8840583206313894,66.92006476360969,,,,10.923054827965618,,2026-03-28 17:00:00,1774717200
,,2015.465098354401,7.973019259637795,5.510712378078171,2.4623068815596234,67.54742122336012,,,,10.44926519739666,,2026-03-28 18:00:00,1774720800
,,2016.391444108146,7.935098676515281,5.995589637765594,1.9395090387496872,65.81127942522377,2005.3700000000001,2033.052540345857,1977.6874596541431,10.117174826154038,2011.727698785926,2026-03-28 19:00:00,1774724400
